compound_stem,SMILES,compound_name,pubchem_cid,kegg_kid,classifier_target,similar_to
K81647657,Cn1cnc(=N)c2nc[nH]c12,3-methyladenine,1673,NA,NA,NA
A01145011,OC[C@H]1O[C@H](C(O)[C@H]1O)n1cccnc1=O,4-Deoxyuridine,46783268,NA,NA,NA
K17068645,Cn1c(CCCC(O)=O)nc2cc(ccc12)N(CCCl)CCCl,Bendamustine,65628,D07085,NA,NA
K17075857,Oc1c(Cl)cc(Cl)c2cccnc12,chloroxine,2722,D03472,NA,NA
K28912512,NC(=O)c1cccnc1,nicotinamide,936,D00002,NA,NA
K13183738,NC(=N)c1ccc(OCCCCCOc2ccc(cc2)C(N)=N)cc1,pentamidine,4735,D00834,NA,NA
K32107296,Cn1nnc2c(ncn2c1=O)C(N)=O,temozolomide,5394,D06067,NA,NA
K51747290,NC(=O)NO,hydroxyurea,3657,D00341,NA,NA
K78113049,CCn1cc(C(O)=O)c(=O)c2cc(F)c(nc12)N1CCNCC1,enoxacin,3229,D00310,NA,NA
K47886988,CCn1cc(C(O)=O)c(=O)c2ccc(C)nc12,nalidixic acid,4421,D00183,NA,NA
K37798499,COc1cc(cc(OC)c1O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)c2cc3OCOc3cc12,etoposide,36462,D00125,NA,NA
K21680192,OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12,mitoxantrone,4212,D02166,NA,NA
K32318651,Nc1nc2n(COCCO)cnc2c(=O)[nH]1,acyclovir,2022,D00222,NA,NA
K67536197,OC[C@H]1O[C@@H]2[C@@H](Oc3nc(=N)ccn23)[C@@H]1O,ANCITABINE,25051,D01651,NA,NA
K96153583,Nc1ccn(C[C@@H](CO)OCP(O)(O)=O)c(=O)n1,Cidofovir,60613,D00273,NA,NA
K33106058,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,cytarabine,6253,D00168,NA,NA
K45033733,CC(=O)OCC(CCn1cnc2cnc(N)nc12)COC(C)=O,famciclovir,3324,D00317,NA,NA
K85146014,OC(=O)P(O)(O)=O,foscarnet,3415,D00579,NA,NA
K03243820,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(c(=O)[nH]c1=O)C(F)(F)F,Trifluridine,6256,D00391,NA,NA
K13050303,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1ccc(=O)[nH]c1=O,uridine,6029,D00342,NA,NA
M42309903,Nc1nc(NC2CC2)c2ncn([C@@H]3C[C@H](CO)C=C3)c2n1.Nc1nc(NC2CC2)c2ncn([C@@H]3C[C@H](CO)C=C3)c2n1,abacavir sulfate,441384,NA,NA,NA
K99063460,OC[C@@H]1CC[C@@H](O1)n1cnc2c(O)ncnc12,didanosine,50599,D00296,NA,NA
A72375094,Nc1nc(=O)n(cc1F)C1CS[C@H](CO)O1,"Emtriva, Coviracil, Truvada, Atripla, Emtricitabine",12043008,D01199,NA,NA
K02992638,Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,lamivudine,60825,D00353,NA,NA
K15891719,C[C@H](Cn1cnc2c(N)ncnc12)OCP(O)(O)=O,Tenofovir,464205,D01982,NA,NA
K61868322,CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc12)OCOC(=O)OC(C)C,Tenofovir disoproxil,5481350,D01982,NA,NA
A06317634,Cc1cn(C2OC(CO)C=C2)c(=O)[nH]c1=O,"Zerit, Stavudine",5155,D00445,NA,NA
K72903603,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,zidovudine,35370,D00413,NA,NA
K63784565,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)cc4cc3Cn1c2=O,10-Hydroxycamptothecin,97226,TOP1,NA,NA
K37890730,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccccc4cc3Cn1c2=O,camptothecin,24360,NA,NA,NA
K08547377,CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(OC(=O)N3CCC(CC3)N3CCCCC3)cc12,irinotecan,60838,D01061,NA,NA
K55696337,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)c(CN(C)C)c4cc3Cn1c2=O,topotecan,60700,D02168,NA,NA
K81473043,CO[C@H]1C[C@H](C)CC2=C(NCC=C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,17-aag (tanespimycin),6505803,NA,NA,NA
K83988098,CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O,17-dmag hcl (alvespimycin),5288674,NA,NA,NA
K37289225,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2Nc2ccccc12,clozapine,2818,D00283,NA,NA
K89997465,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12,chlorpromazine,2726,D00270,NA,NA
K36207157,CN(C)CC\C=C1\c2ccccc2Sc2ccc(Cl)cc12,chlorprothixene,667467,D00790,NA,NA
K78126613,CC1=CC(=O)c2ccccc2C1=O,menadione,4055,D00148,NA,NA
K74670398,N[C@H](CCC(N)=O)C(O)=O,D-glutamine,145815,NA,NA,NA
K83896451,N[C@@H](CCC(N)=O)C(O)=O,L-glutamine,5961,D00015,NA,NA
K57631554,NCC(=O)CCC(O)=O,Aminolevulinic acid,137,D02908,NA,NA
K20041728,CC1(C)OC(=C\C=N\NC(=O)c2ccncc2)\C=C(O1)c1ccccc1,AC1NZKEH,5910452,NA,NA,NA
K37540311,Clc1ccc2[nH]c3c(CCC\C3=N/NC(=O)c3ccncc3)c2c1,NA,NA,NA,NA,NA
K98427564,O=C(NN=C(Cc1ccccc1)Cc1ccccc1)c1ccncc1,ZINC00219235,757999,NA,NA,NA
K47832606,OC[C@H]1O[C@H](C[C@@H]1O)n1cc(F)c(=O)[nH]c1=O,floxuridine,5790,D04197,NA,NA
K01577834,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,adenosine,60961,D00045,NA,NA
K03406345,Nc1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,5-azacytidine,9444,NA,NA,NA
K82143716,Nc1nc(=O)[nH]cc1F,5-Fluorocytosine,3366,NA,NA,NA
K91601245,S=c1[nH]cnc2nc[nH]c12,6-Mercaptopurine,667490,D01678,NA,NA
K49350383,Nc1nc2nc[nH]c2c(=S)[nH]1,6-Thioguanine,2723601,NA,NA,NA
K26060080,Nc1ncnc2[nH]cnc12,adenine,190,D00002,NA,NA
K71847383,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,cytidine,6175,D07769,NA,NA
K72238567,Nc1nc(F)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,2-Fluoroadenosine,8975,NA,NA,NA
K67644125,Nc1nc(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1,guanosine,6802,NA,NA,NA
K15976406,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,Telbivudine,159269,D06675,NA,NA
K58819470,Oc1ccnc(S)n1,2-thiouracil,1269845,NA,NA,NA
K11900042,Cc1cc(=O)[nH]c(=S)[nH]1,methylthiouracil,667493,D07231,NA,NA
K48168960,CCCc1cc(=O)[nH]c(=S)[nH]1,propylthiouracil,657298,D00562,NA,NA
A31990649,Nc1ncnc2n(cnc12)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@H](O)[C@H]1O,Adenosine triphosphate,5957,D02300,NA,NA
K60237333,OC(=O)c1cccnc1,nicotinic acid,938,D00049,NA,NA
A46641338,CC[C@H]([C@H]1CC[C@H](C)[C@@H](O1)[C@@H](C)[C@H](O)[C@H](C)C(=O)[C@H](CC)[C@H]1O[C@@]2(O[C@@]3(CC[C@](C)(O3)C3CC[C@](O)(CC)[C@H](C)O3)[C@H](O)C=C2)[C@H](C)C[C@@H]1C)C(O)=O,salinomycin (procoxacin),0,NA,NA,NA
K51318897,COC(=O)Nc1nc2ccc(Sc3ccccc3)cc2[nH]1,fenbendazole,3334,D04140,NA,NA
A33447119,COC(=O)Nc1nc2ccc(cc2[nH]1)S(=O)c1ccccc1,Oxfendazole,40854,D05291,NA,NA
K77695569,c1nc(cs1)-c1nc2ccccc2[nH]1,thiabendazole,5430,D00372,NA,NA
K11590034,Oc1ccc(c(O)c1)-c1oc2cc(O)cc(O)c2c(=O)c1O,morin,5281670,D07248,NA,NA
K09353376,COc1cc2CCN(CCc3ccc(NC(=O)c4cc(OC)c(OC)cc4NC(=O)c4cnc5ccccc5c4)cc3)Cc2cc1OC,Tariquidar,148201,D06008,NA,NA
K70557564,O[C@@H](COc1cccc2ncccc12)CN1CCN(CC1)[C@@H]1c2ccccc2[C@@H]2[C@H](c3ccccc13)C2(F)F,Zosuquidar,3036703,D06387,NA,NA
K80396088,COc1ccc2c(c1)C(=O)N(CCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C,Gliquidone,91610,D02430,NA,NA
K82846253,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(O)=O,Repaglinide,65981,D00594,NA,NA
K06902185,Nc1cc(nc(N)[n+]1[O-])N1CCCCC1,minoxidil,4201,D00418,NA,NA
K97752965,[O-][N+](=O)OCCNC(=O)c1cccnc1,NICORANDIL,47528,D01810,NA,NA
K85119730,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,tolbutamide,5505,D00380,NA,NA
K99964838,COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl,Bosutinib,5328940,D03252,NA,NA
K49807096,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCc2ccccc2N(CC(O)=O)C1=O,benazepril,5362124,D00620,NA,NA
K54529596,C[C@H](CS)C(=O)N1CCC[C@H]1C(O)=O,captopril,44093,D00251,NA,NA
K96177243,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CCCN2CCC[C@H](N2C1=O)C(O)=O,cilazapril,56330,D01069,NA,NA
K57545991,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(O)=O,enalapril,5388962,D00621,NA,NA
K99447003,C[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,Enalaprilat,5462501,D03769,NA,NA
A51382177,CCC(=O)O[C@@H](OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@@H](C[C@H]1C(O)=O)C1CCCCC1)C(C)C,fosinopril,6708482,D00622,NA,NA
K67966701,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,lisinopril,5362119,D00362,NA,NA
K34441861,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(O)=O,MOEXIPRIL,91270,D00623,NA,NA
K72222507,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(O)=O,quinapril,54892,D00459,NA,NA
K89348303,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O,ramipril,5362129,D00421,NA,NA
K10784860,CCOC(=O)[C@H](CCc1ccccc1)N[C@H]1CS[C@@H](CN(CC(O)=O)C1=O)c1cccs1,Temocapril,443874,D01119,NA,NA
A49160188,COc1cc2CC(CC3CCN(Cc4ccccc4)CC3)C(=O)c2cc1OC,donepezil,3152,D00670,NA,NA
K10706131,CCN(C)C(=O)Oc1cccc(c1)[C@H](C)N(C)C,rivastigmine,77991,D02558,NA,NA
K87774949,CCn1c2nc(\C=C\c3ccc(OC)c(OC)c3)n(C)c2c(=O)n(CC)c1=O,Istradefylline,5311037,D04641,NA,NA
A10977446,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,carvedilol,2585,D00255,NA,NA
A13188892,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1COc2ccccc2O1,doxazosin,3157,D00608,NA,NA
K63126190,CNC[C@H](O)c1ccc(O)c(O)c1,epinephrine,5816,D00076,NA,NA
A01787639,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1,naftopidil,4418,D01674,NA,NA
K77641333,C(C1=NCCN1)c1cccc2ccccc12,naphazoline,4436,D00743,NA,NA
K87349682,NC[C@H](O)c1ccc(O)c(O)c1,norepinephrine,439260,D00076,NA,NA
K90333595,Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(O)c1,phentolamine,5775,D00509,NA,NA
K73381542,CNC[C@H](O)c1cccc(O)c1,phenylephrine,6041,D00511,NA,NA
K49111258,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)c1ccco1,prazosin,4893,D00609,NA,NA
A04327189,CNCC(O)c1ccc(O)cc1,Synephrine,7172,D00511,NA,NA
A22256192,COc1cc2nc(nc(N)c2cc1OC)N1CCN(CC1)C(=O)C1CCCO1,terazosin,5401,D00610,NA,NA
A28856712,C1CN=C(N1)C1CCCc2ccccc12,tetrahydrozoline,5419,D00756,NA,NA
K08356259,Cc1cc(cc(C)c1CC1=NCCN1)C(C)(C)C,xylometazoline,5709,D00757,NA,NA
A09056319,COc1cc2nc(nc(N)c2cc1OC)N(C)CCCNC(=O)C1CCCO1,alfuzosin,2092,D01692,NA,NA
K98530306,Clc1cccc(Cl)c1N=C1NCCN1,clonidine,2803,D00281,NA,NA
K77597856,Cc1cccc(Cc2c[nH]cn2)c1C,DETOMIDINE,56032,D00514,NA,NA
K18423410,C[C@H](c1cnc[nH]1)c1cccc(C)c1C,DEXMEDETOMIDINE,5311068,D00514,NA,NA
A21607826,CC(c1c[nH]cn1)c1cccc(C)c1C,Medetomidine,68602,D00514,NA,NA
K48578705,C[C@](N)(Cc1ccc(O)c(O)c1)C(O)=O,methyldopa,38853,D00405,NA,NA
K06335600,Clc1ccc2nsnc2c1NC1=NCCN1,tizanidine,5487,D00776,NA,NA
K21565985,Cc1cccc(C)c1NC1=NCCCS1,xylazine,5707,D06344,NA,NA
A29260609,CCCC(=O)Nc1ccc(OCC(O)CNC(C)C)c(c1)C(C)=O,acebutolol,1978,D00597,NA,NA
A02759312,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,betaxolol,2369,D00598,NA,NA
A89175223,CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,BISOPROLOL,2405,D00634,NA,NA
A04322457,CC(C)NCC(O)c1ccc(O)c(O)c1,isoproterenol,3779,D01390,NA,NA
A10070317,CC(C)NCC(O)COc1cccc2ccccc12,propranolol,4946,D00483,NA,NA
K89208535,CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12,Indacaterol,6918554,D09318,NA,NA
K47949423,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1,Mirabegron,9865528,D09535,NA,NA
K25723200,CCOc1nc2cccc(C(=O)OCc3oc(=O)oc3C)c2n1Cc1ccc(cc1)-c1ccccc1-c1nc(=O)o[nH]1,AZILSARTAN MEDOXOMIL,11238823,D08067,NA,NA
A65671304,CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,Candesartan cilexetil,2540,D00626,NA,NA
K60038276,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,irbesartan,3749,D00523,NA,NA
K76205745,CCCCc1nc(Cl)c(CO)n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1,losartan,3961,D00357,NA,NA
K73999723,CCCc1nc2c(C)cc(cc2n1Cc1ccc(cc1)-c1ccccc1C(O)=O)-c1nc2ccccc2n1C,Telmisartan,65999,D00627,NA,NA
K45158365,CCCCC(=O)N(Cc1ccc(cc1)-c1ccccc1-c1nn[nH]n1)[C@@H](C(C)C)C(O)=O,valsartan,60846,D00400,NA,NA
K32744045,CCN(CC)C(=S)SSC(=S)N(CC)CC,disulfiram,3117,D00131,NA,NA
A56359832,CC(N(O)C(N)=O)c1cc2ccccc2s1,ZILEUTON,60490,D00414,NA,NA
K79602928,CN(C)C(=N)NC(N)=N,metformin,4091,D00944,NA,NA
K11399644,NC(=N)NC(=N)NCCc1ccccc1,PHENFORMIN,8249,D08351,NA,NA
K92241597,CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1,Tosedostat,15547703,D10026,NA,NA
K82103381,NNc1nncc2ccccc12,hydralazine,3637,D01302,NA,NA
K35708212,C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@H](CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)C2=CC(=O)OC2)[C@H](O)[C@H](O)[C@H]1O,ouabain,439501,D00112,NA,NA
A55962179,COc1ccc2nc([nH]c2c1)S(=O)Cc1ncc(C)c(OC)c1C,omeprazole,4594,D00455,NA,NA
K59369769,CN1CCN(CC1)c1cc(Nc2cc(C)[nH]n2)nc(Sc2ccc(NC(=O)C3CC3)cc2)n1,Tozasertib,5494449,D08279,NA,NA
K75295174,COc1cc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2OC)ccc1C(O)=O,Alisertib,24771867,D10085,NA,NA
A31095847,CN(C)C1CCCN(C(=O)c2ccc(NC(=O)c3ccccc3C)cc2)c2ccccc12,Mozavaptan,119369,D01855,NA,NA
K49328571,Cc1nc(Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)cc(n1)N1CCN(CCO)CC1,Dasatinib,3062316,D03658,NA,NA
K92723993,CN1CCN(Cc2ccc(cc2)C(=O)Nc2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)CC1,Imatinib,5291,D01441,NA,NA
K81528515,Cc1cn(cn1)-c1cc(NC(=O)c2ccc(C)c(Nc3nccc(n3)-c3cccnc3)c2)cc(c1)C(F)(F)F,Nilotinib,644241,D06413,NA,NA
K09951645,CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,Dabrafenib,44462760,D10064,NA,NA
K23984367,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,Sorafenib,216239,D06272,NA,NA
K56343971,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(cc23)-c2ccc(Cl)cc2)c1F,Vemurafenib,42611257,D09996,NA,NA
K71499074,NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(N)(=O)=O,dichlorphenamide,3038,D00518,NA,NA
K48617017,CCN[C@H]1C[C@H](C)S(=O)(=O)c2sc(cc12)S(N)(=O)=O,dorzolamide,5284549,D00653,NA,NA
K13356952,CC(=O)N=c1sc(nn1C)S(N)(=O)=O,methazolamide,4100,D00655,NA,NA
A22032524,CCOC(=O)C1=C(COCCN)NC(C)=C(C1c1ccccc1Cl)C(=O)OC,amlodipine,2162,D00615,NA,NA
A01098288,CC(C)OC(=O)C1=C(C)NC(N)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC1CN(C1)C(c1ccccc1)c1ccccc1,Azelnidipine,65948,D01145,NA,NA
A91008255,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,bepridil,2351,D00631,NA,NA
A02743701,COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC\C=C\c1ccccc1,cilnidipine,5282138,D01173,NA,NA
A01563671,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(Cl)c1Cl)C(=O)OC,Clevidipine,153994,D08892,NA,NA
A90799790,COC(=O)C1=C(C)NC(C)=C(C1c1cccc2nonc12)C(=O)OC(C)C,isradipine,3784,D00349,NA,NA
K43586850,CCOC(=O)C1=C(C)NC(C)=C(C1c1ccccc1\C=C\C(=O)OC(C)(C)C)C(=O)OCC,Lacidipine,5311217,D04657,NA,NA
A90695733,COC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OCCN1CCN(CC1)C(c1ccccc1)c1ccccc1,manidipine,4008,D01553,NA,NA
K96354014,COC(=O)C1=C(C)NC(C)=C(C1c1ccccc1[N+]([O-])=O)C(=O)OC,nifedipine,4485,D00437,NA,NA
A58048407,COCCOC(=O)C1=C(C)NC(C)=C(C1c1cccc(c1)[N+]([O-])=O)C(=O)OC(C)C,nimodipine,4497,D00438,NA,NA
A19633847,C(C(C1CCCCC1)C1CCCCC1)C1CCCCN1,PERHEXILINE,4746,D05442,NA,NA
K29582677,Fc1ccc(cc1)C(N1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1,flunarizine,941361,D01303,NA,NA
A53952395,CCCNC(C)C(=O)Nc1ccccc1C,prilocaine,4906,D00553,NA,NA
A11864475,CCC1NC(=O)C([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)C(C(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(CC(C)C)N(C)C(=O)C(C)NC(=O)C(C)NC(=O)C(CC(C)C)N(C)C(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C,cyclosporine,6435893,D00184,NA,NA
K73838513,C[C@@H](NCCCc1cccc(c1)C(F)(F)F)c1cccc2ccccc12,Cinacalcet,156419,D03504,NA,NA
K13662825,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(nc12)N1CCCC[C@H]1CCO,Dinaciclib,46926350,D09604,NA,NA
K77118600,COc1cc(F)c(cc1-c1ccc(cc1CN1[C@@H](C)[C@H](OC1=O)c1cc(cc(c1)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(C)C,Anacetrapib,11556427,D08855,NA,NA
K18849474,CCC(CC)CC1(CCCCC1)C(=O)Nc1ccccc1SC(=O)C(C)C,Dalcetrapib,6918540,D09708,NA,NA
K16551357,Cc1cc(C)c2N(C[C@H]3CC[C@@H](CC3)C(O)=O)CCC[C@H](N(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)c3nnn(C)n3)c2c1,Evacetrapib,49836058,D10121,NA,NA
K55675242,CCOC(=O)N1[C@H](CC)C[C@H](N(Cc2cc(cc(c2)C(F)(F)F)C(F)(F)F)C(=O)OC)c2cc(ccc12)C(F)(F)F,Torcetrapib,159325,D06195,NA,NA
K52818472,CC(C)(C)c1cc(c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O)C(C)(C)C,Ivacaftor,16220172,D09916,NA,NA
K17849083,COc1ccc(\C=C\C(=O)Nc2ccccc2C(O)=O)cc1OC,tranilast,5282230,D02027,NA,NA
K82381502,CC(=O)OCC[N+](C)(C)C,acetylcholine,187,D00999,NA,NA
K46056224,OC(C(=O)O[C@H]1C[N+]2(CCCOc3ccccc3)CC[C@H]1CC2)(c1cccs1)c1cccs1,Aclidinium,11434515,D08837,NA,NA
K68804560,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(c1ccccc1)c1ccccc1,benztropine,1201549,D00778,NA,NA
A99833829,CC(C[N+](C)(C)C)OC(N)=O,bethanechol,2370,D01000,NA,NA
A00546892,OC(CCN1CCCCC1)(C1CC2CC1C=C2)c1ccccc1,biperiden,2381,D00779,NA,NA
K46731503,CC(C)N(CC[C@H](c1ccccc1)c1cc(CO)ccc1OC(=O)C(C)C)C(C)C,Fesoterodine,6918558,D07226,NA,NA
A74975734,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(O)c1ccccc1,HOMATROPINE,5282593,D01004,NA,NA
A65721754,CC(C)[N+]1(C)C2CCC1C[C@H](C2)OC(=O)C(CO)c1ccccc1,ipratropium,3746,D02212,NA,NA
K48619321,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)c1ccccc1,N-methyl scopolamine,71183,D01976,NA,NA
A53576514,CN(C)CCOC(c1ccccc1)c1ccccc1C,orphenadrine,4601,D00774,NA,NA
A92630576,CCC(COC(=O)c1cc(OC)c(OC)c(OC)c1)(N(C)C)c1ccccc1,trimebutine,5573,D01500,NA,NA
A79672927,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,tropicamide,5593,D00397,NA,NA
A65013509,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c1ccccc1,oxybutynin,4634,D00465,NA,NA
K89055274,CCN(CCCc1ccccc1)CCCc1ccccc1,ALVERINE,3678,D02877,NA,NA
K95773607,NC(=O)C([C@@H]1CCN(CCc2ccc3OCCc3c2)C1)(c1ccccc1)c1ccccc1,Darifenacin,444031,D01699,NA,NA
K62782754,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)C(O)(c1cccs1)c1cccs1,Tiotropium,5487427,D01929,NA,NA
K54316499,CC(C)N(CC[C@H](c1ccccc1)c1cc(C)ccc1O)C(C)C,tolterodine,443879,D00646,NA,NA
A75935363,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC,Atracurium,47319,D00758,NA,NA
K43305603,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,Rocuronium,441290,D00765,NA,NA
K20168442,CC(=O)O[C@H]1[C@H](C[C@H]2[C@@H]3CC[C@H]4C[C@H](OC(C)=O)[C@H](C[C@]4(C)[C@H]3CC[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,Vecuronium,39765,D00767,NA,NA
K10598093,C[N+](C)(C)CCCCCC[N+](C)(C)C,hexamethonium,3604,D02204,NA,NA
A86216746,C1C2CNCC1c1cc3nccnc3cc21,Varenicline,170361,D06282,NA,NA
K20920669,OC(COc1cccc2oc(cc(=O)c12)C(O)=O)COc1cccc2oc(cc(=O)c12)C(O)=O,cromolyn,2882,D00526,NA,NA
K09090949,CCNC1(CCN(CC1)c1ncnc2n(c(nc12)-c1ccccc1Cl)-c1ccc(Cl)cc1)C(N)=O,otenabant,10052040,D09362,NA,NA
K13296708,Cc1c(nn(c1-c1ccc(Cl)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1,Rimonabant,104850,D05731,NA,NA
K83636919,CCN(CC)C(=O)C(\C#N)=C\c1cc(O)c(O)c(c1)[N+]([O-])=O,ENTACAPONE,5281081,D00781,NA,NA
K10852020,Cc1ccc(cc1)C(=O)c1cc(O)c(O)c(c1)[N+]([O-])=O,Tolcapone,4659569,D00786,NA,NA
K44227013,CN1CCN(Cc2ccc(NC(=O)c3ccc(C)c(c3)C#Cc3cnc4cccnn34)cc2C(F)(F)F)CC1,PONATINIB,24826799,D09950,NA,NA
